date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:16:23	114816/114816	---MCZ	200	added ('OK')	font/ttf	etag:W/%221c080-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-brands-400.ttf	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-brands-400.ttf	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:23	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:22%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-brands-400.svg	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-brands-400.svg	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:24	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:23%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-duotone-900.eot	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-duotone-900.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:24	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:23%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-duotone-900.eot?	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-duotone-900d41d.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:25	187340/187340	---M--	200	added ('OK')	font/woff2	etag:%222dbcc-5cf0cfc7a8b80%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-duotone-900.woff2	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-duotone-900.woff2	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:25	265416/265416	---M--	200	added ('OK')	font/woff	etag:%2240cc8-5cf0cfc7a8b80%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-duotone-900.woff	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-duotone-900.woff	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:26	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:25%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-duotone-900.ttf	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-duotone-900.ttf	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:26	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:25%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-duotone-900.svg	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-duotone-900.svg	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:27	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:26%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-light-300.eot	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-light-300.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:27	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:26%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-light-300.eot?	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-light-300d41d.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:28	189716/189716	---M--	200	added ('OK')	font/woff2	etag:%222e514-5cf0cfc7a8b80%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-light-300.woff2	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-light-300.woff2	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:28	251916/251916	---M--	200	added ('OK')	font/woff	etag:%223d80c-5cf0cfc7a8b80%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-light-300.woff	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-light-300.woff	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:29	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:28%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-light-300.ttf	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-light-300.ttf	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:29	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:28%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-light-300.svg	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-light-300.svg	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:30	40744/40744	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229f28-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-regular-400.eot	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-regular-400.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:30	40744/40744	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229f28-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-regular-400.eot?	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-regular-400d41d.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:31	173528/173528	---M--	200	added ('OK')	font/woff2	etag:%222a5d8-5cf0cfc7a8b80%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-regular-400.woff2	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-regular-400.woff2	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:31	230372/230372	---M--	200	added ('OK')	font/woff	etag:%22383e4-5cf0cfc7a8b80%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-regular-400.woff	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-regular-400.woff	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:31	40516/40516	---MCZ	200	added ('OK')	font/ttf	etag:W/%229e44-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-regular-400.ttf	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-regular-400.ttf	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:32	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:31%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-regular-400.svg	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-regular-400.svg	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:32	160768/160768	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2227400-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-solid-900.eot	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-solid-900.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:33	160768/160768	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2227400-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-solid-900.eot?	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-solid-900d41d.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:33	141036/141036	---M--	200	added ('OK')	font/woff2	etag:%22226ec-5cf0cfc7a8b80%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-solid-900.woff2	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-solid-900.woff2	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:34	188292/188292	---M--	200	added ('OK')	font/woff	etag:%222df84-5cf0cfc7a8b80%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-solid-900.woff	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-solid-900.woff	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:34	160548/160548	---MCZ	200	added ('OK')	font/ttf	etag:W/%2227324-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-solid-900.ttf	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-solid-900.ttf	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:34	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:33%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-solid-900.svg	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-solid-900.svg	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:35	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/themify.eot?-fvbane	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/themify9f24.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/themify-icons.css?ver=6.4.1)
16:16:35	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/themify.eot?	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/themifyd41d.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/themify-icons.css?ver=6.4.1)
16:16:36	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22db2c-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/themify.woff?-fvbane	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/themify9f24.woff	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/themify-icons.css?ver=6.4.1)
16:16:36	78584/78584	---MCZ	200	added ('OK')	font/ttf	etag:W/%22132f8-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/themify.ttf?-fvbane	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/themify9f24.ttf	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/themify-icons.css?ver=6.4.1)
16:16:37	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223931d-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/themify.svg?-fvbane	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/themify9f24.svg	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/themify-icons.css?ver=6.4.1)
16:16:38	32086/32086	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%227d56-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/Flaticon.eot	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/Flaticon.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/flaticon-set.css?ver=6.4.1)
16:16:38	32086/32086	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%227d56-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/Flaticon.eot?	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/Flaticond41d.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/flaticon-set.css?ver=6.4.1)
16:16:38	20052/20052	---M--	200	added ('OK')	font/woff	etag:%224e54-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/Flaticon.woff	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/Flaticon.woff	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/flaticon-set.css?ver=6.4.1)
16:16:39	31908/31908	---MCZ	200	added ('OK')	font/ttf	etag:W/%227ca4-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/Flaticon.ttf	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/Flaticon.ttf	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/flaticon-set.css?ver=6.4.1)
16:16:39	206748/206748	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223279c-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/Flaticon.svg	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/Flaticon.svg	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/flaticon-set.css?ver=6.4.1)
16:16:40	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:38%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/Flaticon.svg	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/Flaticon.svg	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/flaticon-set.css?ver=6.4.1)
16:16:40	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:39%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/owl.video.play.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/owl.video.play.png	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/owl.carousel.min.css?ver=6.4.1)
16:16:42	521104/521104	---M--	200	added ('OK')	image/png	etag:%227f390-5ea5e68679ec0%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/2.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/2.png	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/style.css?ver=6.2.3)
16:16:42	5214/5214	---M--	200	added ('OK')	image/png	etag:%22145e-5ea5e68679ec0%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/9.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/9.png	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/style.css?ver=6.2.3)
16:16:43	74963/74963	---M--	200	added ('OK')	image/png	etag:%22124d3-5ea5e68679ec0%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/15.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/15.png	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/style.css?ver=6.2.3)
16:16:43	26344/26344	---M--	200	added ('OK')	image/png	etag:%2266e8-5ea5e68679ec0%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/18.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/18.png	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/style.css?ver=6.2.3)
16:16:44	153562/153562	---M--	200	added ('OK')	image/png	etag:%22257da-5ea5e68679ec0%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/1.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/1.png	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/style.css?ver=6.2.3)
16:16:44	4592/4592	---M--	200	added ('OK')	image/png	etag:%2211f0-5ea5e68679ec0%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/5.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/5.png	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/style.css?ver=6.2.3)
16:16:45	8590/8590	---M--	200	added ('OK')	image/png	etag:%22218e-5ea5e68679ec0%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/8.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/8.png	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/style.css?ver=6.2.3)
16:16:46	4272/4272	---M--	200	added ('OK')	image/png	etag:%2210b0-5ea5e68679ec0%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/19.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/19.png	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/style.css?ver=6.2.3)
16:16:47	8594/8594	---M--	200	added ('OK')	image/png	etag:%222192-5ea5e68679ec0%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/23.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/23.png	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/style.css?ver=6.2.3)
16:16:48	13766/13766	---M--	200	added ('OK')	image/png	etag:%2235c6-5ea5e68679ec0%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/17.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/shape/17.png	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/style.css?ver=6.2.3)
16:16:49	31169/31169	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Dec%202023%2015:16:47%20GMT	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/icon-shape003.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/img/icon-shape003.png	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/style.css?ver=6.2.3)
16:16:50	302/302	---M--	200	added ('OK')	image/png	etag:%2212e-5f9844ee9bb06%22	https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/vc/alert.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.9.0)
16:16:51	323/323	---M--	200	added ('OK')	image/png	etag:%22143-5f9844ee9bb06%22	https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/vc/info.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/vc/info.png	(from https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.9.0)
16:16:51	244/244	---M--	200	added ('OK')	image/png	etag:%22f4-5f9844ee9bb06%22	https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/vc/tick.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/vc/tick.png	(from https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.9.0)
16:16:52	495/495	---M--	200	added ('OK')	image/png	etag:%221ef-5f9844ee9bb06%22	https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/vc/exclamation.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.9.0)
16:16:53	712/712	---M--	200	added ('OK')	image/png	etag:%222c8-5f9844ee9e9e6%22	https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/images/icons/address-book.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.9.0)
16:16:54	841/841	---M--	200	added ('OK')	image/png	etag:%22349-5f9844ee9e9e6%22	https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.9.0)
16:16:55	694/694	---M--	200	added ('OK')	image/png	etag:%222b6-5f9844ee9e9e6%22	https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/images/icons/anchor.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.9.0)
16:16:56	544/544	---M--	200	added ('OK')	image/png	etag:%22220-5f9844ee9e9e6%22	https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/images/icons/application-image.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.9.0)
16:16:57	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-5f9844ee9e9e6%22	https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/images/icons/arrow.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.9.0)
